student_id,student_name,class_name,gender,subject,test_name,date_taken,marks_obtained,total_marks,percentage,previous_subject_percentage,subject_average,overall_average,attendance_percentage,subject_avg,risk_label,instruction,guidance
1178,Swati Rao,Civil Engineering,Female,Social Studies,Unit Test 2,2026-02-28,50,100,50,58,50.0,84.0,78.0,50.0,subject_weakness,"Class: 8A, Subject: Social Studies, Score: 50%, Attendance: 78%, Overall avg: 84%, Subject avg: 50%.",Strong overall student (84% average) but Social Studies is weak point (50%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Social Studies tutor immediately 2) Daily Social Studies practice (minimum 45 minutes) 3) Group sessions focusing only on Social Studies 4) Weekly Social Studies-only assessments 5) Identify and fix conceptual gaps.
1179,Rohan Patel,Commerce,Male,Social Studies,Assessment 2,2026-02-22,66,100,66,92,66.0,75.0,71.0,66.0,sudden_drop,"Class: 10A, Subject: Social Studies, Score: 66% (previous: 81%), Attendance: 71%, Overall avg: 70%, Subject avg: 73%.",Amit's Social Studies dropped 15 points suddenly (81% → 66%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1180,Harsh Khan,Mechanical Engineering,Male,History,Unit Test 3,2026-03-04,66,100,66,93,66.0,75.0,55.0,66.0,sudden_drop,"Class: 10A, Subject: History, Score: 66% (previous: 86%), Attendance: 55%, Overall avg: 70%, Subject avg: 76%.",History performance fell 20 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent History lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1181,Rohan Kulkarni,Psychology,Male,Science,Mid Term Exam,2026-03-14,55,100,55,78,55.0,75.0,69.0,55.0,sudden_drop,"Class: 9A, Subject: Science, Score: 55% (previous: 83%), Attendance: 69%, Overall avg: 55%, Subject avg: 69%.",Science performance fell 28 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Science lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1182,Arjun Rao,Electrical Engineering,Male,Science,Monthly Assessment,2026-03-12,66,100,66,93,66.0,75.0,61.0,66.0,sudden_drop,"Class: 10A, Subject: Science, Score: 66% (previous: 91%), Attendance: 61%, Overall avg: 77%, Subject avg: 78%.",Critical alert: Science score plummeted (25% drop). Attendance is 61% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1183,Rohan Kulkarni,Psychology,Male,Physics,Assessment 2,2026-03-08,76,100,76,78,76.0,83.0,97.0,76.0,no_risk,"Class: 8A, Subject: Physics, Score: 76%, Attendance: 97%, Overall avg: 83%.",✅ Physics performing at 76% - exactly where we want to see! Strong foundations with 97% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1184,Meera Kumar,Commerce,Female,Physics,Mid Term Exam,2026-03-15,64,100,64,72,64.0,75.0,62.0,64.0,gradual_decline,"Class: 8A, Subject: Physics, Scores history: 89% → 82% → 72%. Attendance: 62%, Overall avg: 81%, Subject avg: 81%.",Physics scores declining steadily: 89% → 82% → 72%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1185,Arjun Sharma,Economics,Male,Biology,Assessment 1,2026-02-17,79,100,79,89,79.0,75.0,61.0,79.0,gradual_decline,"Class: 10A, Subject: Biology, Scores history: 85% → 80% → 75%. Attendance: 61%, Overall avg: 77%, Subject avg: 80%.",Biology scores declining steadily: 85% → 80% → 75%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1186,Divya Rao,Electronics & Communication,Female,English,Monthly Assessment,2026-02-19,57,100,57,86,57.0,75.0,54.0,57.0,sudden_drop,"Class: 8B, Subject: English, Score: 57% (previous: 82%), Attendance: 54%, Overall avg: 62%, Subject avg: 69%.",English 25% sudden drop with 54% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1187,Anjali Verma,Civil Engineering,Female,Physics,Assessment 2,2026-03-13,86,100,86,84,86.0,88.0,88.0,86.0,no_risk,"Class: 10A, Subject: Physics, Score: 86%, Attendance: 88%, Overall avg: 88%.",✅ Excellent performance in Physics (86%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1188,Ananya Rao,Information Technology,Female,English,Mid Term Exam,2026-03-01,52,100,52,51,52.0,84.0,90.0,52.0,subject_weakness,"Class: 8B, Subject: English, Score: 52%, Attendance: 90%, Overall avg: 84%, Subject avg: 52%.",Clear strength-weakness pattern: 84% average overall but only 52% in English. English is holding back potential. CORRECTIVE MEASURES: 1) Immediate English tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1189,Jatin Desai,Civil Engineering,Male,Physics,Performance Test,2026-03-11,50,100,50,58,50.0,75.0,87.0,50.0,gradual_decline,"Class: 9B, Subject: Physics, Scores history: 80% → 74% → 64%. Attendance: 87%, Overall avg: 71%, Subject avg: 72%.",Gradual Physics decline detected: 80% → 74% → 64%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1190,Arjun Singh,Commerce,Male,Science,Unit Test 1,2026-02-22,85,100,85,81,85.0,84.0,93.0,85.0,no_risk,"Class: 8B, Subject: Science, Score: 85%, Attendance: 93%, Overall avg: 84%.",✅ Strong consistent Science performance (85%). Attendance excellent (93%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1191,Raj Sharma,Commerce,Male,Chemistry,Formative Test,2026-03-04,66,100,66,88,66.0,75.0,66.0,66.0,sudden_drop,"Class: 9B, Subject: Chemistry, Score: 66% (previous: 91%), Attendance: 66%, Overall avg: 80%, Subject avg: 78%.",Amit's Chemistry dropped 25 points suddenly (91% → 66%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1192,Anjali Khan,Computer Science & Engineering,Female,Math,Assessment 2,2026-02-14,45,100,45,57,45.0,75.0,69.0,45.0,gradual_decline,"Class: 8A, Subject: Math, Scores history: 77% → 70% → 64%. Attendance: 69%, Overall avg: 71%, Subject avg: 70%.","Math performance declining (77% → 70% → 64%). With 69% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1193,Pooja Gupta,Economics,Female,Math,Formative Test,2026-02-15,63,100,63,89,63.0,75.0,91.0,63.0,sudden_drop,"Class: 9B, Subject: Math, Score: 63% (previous: 79%), Attendance: 91%, Overall avg: 78%, Subject avg: 71%.",Sudden 16% drop in Math (79% to 63%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1194,Priya Verma,Information Technology,Male,English,Performance Test,2026-02-27,75,100,75,78,75.0,82.0,95.0,75.0,no_risk,"Class: 9B, Subject: English, Score: 75%, Attendance: 95%, Overall avg: 82%.",✅ English mastery shown (75% with 95% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in English 3) Mentoring weaker students 4) Competitive exam preparation.
1195,Arjun Nair,Business Administration,Male,English,Monthly Assessment,2026-03-09,94,100,94,105,94.0,75.0,81.0,94.0,gradual_decline,"Class: 8A, Subject: English, Scores history: 89% → 84% → 72%. Attendance: 81%, Overall avg: 72%, Subject avg: 81%.",3-test English decline pattern: 89% → 84% → 72%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1196,Vikram Bhat,Computer Science & Engineering,Male,Biology,Assessment 1,2026-02-26,92,100,92,98,92.0,75.0,88.0,92.0,gradual_decline,"Class: 10B, Subject: Biology, Scores history: 79% → 74% → 64%. Attendance: 88%, Overall avg: 75%, Subject avg: 72%.",Downward trend in Biology: 79% → 74% → 64%. Student losing momentum. CORRECTIVE STEPS: 1) Increase practice frequency 2) Find study partner or tutor 3) Break complex topics into smaller parts 4) Daily revision schedule starting tomorrow 5) Re-motivate with positive reinforcement.
1197,Deepika Khan,Mechanical Engineering,Female,Biology,Chapter Quiz,2026-03-02,60,100,60,90,60.0,75.0,65.0,60.0,sudden_drop,"Class: 10A, Subject: Biology, Score: 60% (previous: 79%), Attendance: 65%, Overall avg: 61%, Subject avg: 69%.",Biology 19% sudden drop with 65% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1198,Vikram Khan,Information Technology,Male,Biology,Unit Test 2,2026-03-12,50,100,50,56,50.0,75.0,85.0,50.0,gradual_decline,"Class: 9B, Subject: Biology, Scores history: 79% → 73% → 64%. Attendance: 85%, Overall avg: 58%, Subject avg: 72%.",Downward trend in Biology: 79% → 73% → 64%. Student losing momentum. CORRECTIVE STEPS: 1) Increase practice frequency 2) Find study partner or tutor 3) Break complex topics into smaller parts 4) Daily revision schedule starting tomorrow 5) Re-motivate with positive reinforcement.
1199,Aditya Kulkarni,Electrical Engineering,Male,Science,Assessment 2,2026-03-01,46,100,46,51,46.0,79.0,88.0,46.0,subject_weakness,"Class: 9A, Subject: Science, Score: 46%, Attendance: 88%, Overall avg: 79%, Subject avg: 46%.",Clear strength-weakness pattern: 79% average overall but only 46% in Science. Science is holding back potential. CORRECTIVE MEASURES: 1) Immediate Science tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1200,Arjun Patel,Electronics & Communication,Male,Science,Formative Test,2026-03-08,32,100,32,37,32.0,75.0,90.0,32.0,gradual_decline,"Class: 8A, Subject: Science, Scores history: 83% → 78% → 67%. Attendance: 90%, Overall avg: 65%, Subject avg: 76%.","Science performance declining (83% → 78% → 67%). With 90% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1201,Ananya Patel,Computer Science & Engineering,Female,History,Assessment 1,2026-03-09,66,100,66,91,66.0,75.0,90.0,66.0,sudden_drop,"Class: 10B, Subject: History, Score: 66% (previous: 91%), Attendance: 90%, Overall avg: 83%, Subject avg: 78%.",History performance fell 25 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent History lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1202,Shreya Khan,Electronics & Communication,Female,Chemistry,Formative Test,2026-02-25,55,100,55,76,55.0,75.0,61.0,55.0,sudden_drop,"Class: 8A, Subject: Chemistry, Score: 55% (previous: 71%), Attendance: 61%, Overall avg: 57%, Subject avg: 63%.",Chemistry performance fell 16 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Chemistry lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1203,Nikhil Khan,Economics,Male,History,Chapter Quiz,2026-02-19,63,100,63,78,63.0,75.0,72.0,63.0,sudden_drop,"Class: 9A, Subject: History, Score: 63% (previous: 81%), Attendance: 72%, Overall avg: 66%, Subject avg: 72%.",Amit's History dropped 18 points suddenly (81% → 63%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1204,Nisha Khan,Mechanical Engineering,Female,Math,Unit Test 3,2026-02-15,57,100,57,64,57.0,85.0,92.0,57.0,subject_weakness,"Class: 9B, Subject: Math, Score: 57%, Attendance: 92%, Overall avg: 85%, Subject avg: 57%.",Math underperformance (57%) despite strong overall 85% average indicates specific subject difficulty. ACTION: 1) Hire specialized Math tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each Math chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1205,Nikhil Kulkarni,Mechanical Engineering,Male,Chemistry,Pre-Board Exam,2026-02-26,54,100,54,56,54.0,78.0,82.0,54.0,subject_weakness,"Class: 8B, Subject: Chemistry, Score: 54%, Attendance: 82%, Overall avg: 78%, Subject avg: 54%.",Clear strength-weakness pattern: 78% average overall but only 54% in Chemistry. Chemistry is holding back potential. CORRECTIVE MEASURES: 1) Immediate Chemistry tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1206,Raj Kumar,Biotechnology,Male,Chemistry,Unit Test 3,2026-02-24,62,100,62,88,62.0,75.0,91.0,62.0,sudden_drop,"Class: 8B, Subject: Chemistry, Score: 62% (previous: 90%), Attendance: 91%, Overall avg: 71%, Subject avg: 76%.",Sudden 28% drop in Chemistry (90% to 62%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1207,Swati Gupta,Business Administration,Female,Chemistry,Mid Term Exam,2026-03-01,48,100,48,56,48.0,75.0,74.0,48.0,gradual_decline,"Class: 9A, Subject: Chemistry, Scores history: 91% → 86% → 77%. Attendance: 74%, Overall avg: 76%, Subject avg: 84%.",3-test Chemistry decline pattern: 91% → 86% → 77%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1208,Amit Kumar,Mechanical Engineering,Male,Social Studies,Assessment 2,2026-03-02,87,100,87,92,87.0,92.0,95.0,87.0,no_risk,"Class: 10B, Subject: Social Studies, Score: 87%, Attendance: 95%, Overall avg: 92%.",✅ Social Studies performing at 87% - exactly where we want to see! Strong foundations with 95% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1209,Ananya Sharma,Commerce,Female,Biology,Formative Test,2026-02-26,78,100,78,84,78.0,84.0,94.0,78.0,no_risk,"Class: 9B, Subject: Biology, Score: 78%, Attendance: 94%, Overall avg: 84%.",✅ Biology performing at 78% - exactly where we want to see! Strong foundations with 94% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1210,Aditya Verma,Civil Engineering,Male,Chemistry,Pre-Board Exam,2026-02-18,85,100,85,81,85.0,87.0,83.0,85.0,no_risk,"Class: 8B, Subject: Chemistry, Score: 85%, Attendance: 83%, Overall avg: 87%.",✅ Outstanding Chemistry achievement (85%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1211,Amit Desai,Civil Engineering,Male,Chemistry,Unit Test 1,2026-03-08,72,100,72,94,72.0,75.0,91.0,72.0,sudden_drop,"Class: 10B, Subject: Chemistry, Score: 72% (previous: 89%), Attendance: 91%, Overall avg: 76%, Subject avg: 80%.",Sudden 17% drop in Chemistry (89% to 72%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1212,Nikhil Verma,Psychology,Male,Math,Unit Test 3,2026-03-10,68,100,68,73,68.0,75.0,86.0,68.0,gradual_decline,"Class: 9A, Subject: Math, Scores history: 86% → 76% → 70%. Attendance: 86%, Overall avg: 67%, Subject avg: 77%.",Gradual Math decline detected: 86% → 76% → 70%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1213,Nikhil Desai,Business Administration,Male,Biology,Assessment 1,2026-03-05,93,100,93,88,93.0,92.0,90.0,93.0,no_risk,"Class: 8B, Subject: Biology, Score: 93%, Attendance: 90%, Overall avg: 92%.",✅ Biology performing at 93% - exactly where we want to see! Strong foundations with 90% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1214,Kavya Kulkarni,Commerce,Female,Physics,Pre-Board Exam,2026-03-03,56,100,56,59,56.0,78.0,81.0,56.0,subject_weakness,"Class: 9A, Subject: Physics, Score: 56%, Attendance: 81%, Overall avg: 78%, Subject avg: 56%.",Clear strength-weakness pattern: 78% average overall but only 56% in Physics. Physics is holding back potential. CORRECTIVE MEASURES: 1) Immediate Physics tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1215,Swati Kulkarni,Civil Engineering,Female,Science,Assessment 2,2026-03-07,58,100,58,68,58.0,75.0,76.0,58.0,gradual_decline,"Class: 10A, Subject: Science, Scores history: 81% → 75% → 68%. Attendance: 76%, Overall avg: 81%, Subject avg: 74%.",Downward trend in Science: 81% → 75% → 68%. Student losing momentum. CORRECTIVE STEPS: 1) Increase practice frequency 2) Find study partner or tutor 3) Break complex topics into smaller parts 4) Daily revision schedule starting tomorrow 5) Re-motivate with positive reinforcement.
1216,Shiva Kumar,Electrical Engineering,Male,Chemistry,Assessment 2,2026-03-02,31,100,31,38,31.0,75.0,65.0,31.0,gradual_decline,"Class: 9A, Subject: Chemistry, Scores history: 78% → 67% → 61%. Attendance: 65%, Overall avg: 61%, Subject avg: 68%.",3-test Chemistry decline pattern: 78% → 67% → 61%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1217,Harsh Rao,Commerce,Male,Physics,Formative Test,2026-02-20,93,100,93,101,93.0,88.0,81.0,93.0,no_risk,"Class: 8B, Subject: Physics, Score: 93%, Attendance: 81%, Overall avg: 88%.",✅ Excellent performance in Physics (93%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1218,Arjun Nair,Economics,Male,Science,Pre-Board Exam,2026-02-23,49,100,49,55,49.0,79.0,91.0,49.0,subject_weakness,"Class: 10A, Subject: Science, Score: 49%, Attendance: 91%, Overall avg: 79%, Subject avg: 49%.",Student excels generally (79% overall) but struggles in Science (49% average). Science seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified Science materials 4) Bi-weekly progress tests 5) Peer mentoring in Science.
1219,Priya Khan,Chemical Engineering,Female,History,Chapter Quiz,2026-03-03,75,100,75,86,75.0,75.0,71.0,75.0,gradual_decline,"Class: 9A, Subject: History, Scores history: 78% → 70% → 62%. Attendance: 71%, Overall avg: 67%, Subject avg: 70%.",History scores declining steadily: 78% → 70% → 62%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1220,Sanjay Nair,Electronics & Communication,Male,History,Assessment 2,2026-02-23,61,100,61,89,61.0,75.0,83.0,61.0,sudden_drop,"Class: 10A, Subject: History, Score: 61% (previous: 91%), Attendance: 83%, Overall avg: 59%, Subject avg: 76%.",History 30% sudden drop with 83% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1221,Raj Rao,Commerce,Male,Physics,Formative Test,2026-03-12,54,100,54,50,54.0,76.0,76.0,54.0,subject_weakness,"Class: 8B, Subject: Physics, Score: 54%, Attendance: 76%, Overall avg: 76%, Subject avg: 54%.",Strong overall student (76% average) but Physics is weak point (54%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Physics tutor immediately 2) Daily Physics practice (minimum 45 minutes) 3) Group sessions focusing only on Physics 4) Weekly Physics-only assessments 5) Identify and fix conceptual gaps.
1222,Arjun Gupta,Biotechnology,Male,Science,Unit Test 3,2026-03-06,68,100,68,92,68.0,75.0,60.0,68.0,sudden_drop,"Class: 10A, Subject: Science, Score: 68% (previous: 83%), Attendance: 60%, Overall avg: 65%, Subject avg: 75%.",Critical alert: Science score plummeted (15% drop). Attendance is 60% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1223,Swati Singh,Biotechnology,Female,Chemistry,Unit Test 2,2026-03-14,92,100,92,99,92.0,92.0,99.0,92.0,no_risk,"Class: 10B, Subject: Chemistry, Score: 92%, Attendance: 99%, Overall avg: 92%.",✅ Outstanding Chemistry achievement (92%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1224,Ritika Nair,Electronics & Communication,Female,Biology,Performance Test,2026-03-14,59,100,59,62,59.0,79.0,82.0,59.0,subject_weakness,"Class: 8A, Subject: Biology, Score: 59%, Attendance: 82%, Overall avg: 79%, Subject avg: 59%.",Student performing well (79%) except Biology (59% average). Need Biology specialization. PLAN: 1) One-on-one Biology coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for Biology 5) Weekly check-ins to track Biology improvement.
1225,Raj Khan,Biotechnology,Male,Physics,Formative Test,2026-03-14,74,100,74,88,74.0,75.0,77.0,74.0,gradual_decline,"Class: 9B, Subject: Physics, Scores history: 84% → 74% → 66%. Attendance: 77%, Overall avg: 76%, Subject avg: 74%.",Downward trend in Physics: 84% → 74% → 66%. Student losing momentum. CORRECTIVE STEPS: 1) Increase practice frequency 2) Find study partner or tutor 3) Break complex topics into smaller parts 4) Daily revision schedule starting tomorrow 5) Re-motivate with positive reinforcement.
1226,Isha Rao,Electrical Engineering,Female,History,Pre-Board Exam,2026-02-14,65,100,65,89,65.0,75.0,50.0,65.0,sudden_drop,"Class: 8B, Subject: History, Score: 65% (previous: 95%), Attendance: 50%, Overall avg: 80%, Subject avg: 80%.",Sudden 30% drop in History (95% to 65%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1227,Priya Bhat,Chemical Engineering,Male,Math,Formative Test,2026-02-14,89,100,89,92,89.0,89.0,89.0,89.0,no_risk,"Class: 8B, Subject: Math, Score: 89%, Attendance: 89%, Overall avg: 89%.",✅ Excellent performance in Math (89%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1228,Ananya Verma,Psychology,Female,Social Studies,Assessment 1,2026-03-12,40,100,40,54,40.0,75.0,60.0,40.0,gradual_decline,"Class: 10A, Subject: Social Studies, Scores history: 79% → 68% → 60%. Attendance: 60%, Overall avg: 61%, Subject avg: 69%.",Gradual Social Studies decline detected: 79% → 68% → 60%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1229,Priya Bhat,Psychology,Male,Physics,Formative Test,2026-03-06,76,100,76,83,76.0,75.0,89.0,76.0,no_risk,"Class: 10A, Subject: Physics, Score: 76%, Attendance: 89%, Overall avg: 75%.",✅ Outstanding Physics achievement (76%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1230,Pooja Gupta,Information Technology,Female,Chemistry,Pre-Board Exam,2026-03-04,48,100,48,72,48.0,75.0,73.0,48.0,sudden_drop,"Class: 9A, Subject: Chemistry, Score: 48% (previous: 70%), Attendance: 73%, Overall avg: 64%, Subject avg: 59%.",Chemistry 22% sudden drop with 73% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1231,Harsh Singh,Business Administration,Male,English,Formative Test,2026-03-04,50,100,50,65,50.0,75.0,71.0,50.0,sudden_drop,"Class: 10A, Subject: English, Score: 50% (previous: 75%), Attendance: 71%, Overall avg: 45%, Subject avg: 62%.",Sudden 25% drop in English (75% to 50%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1232,Sakshi Bhat,Commerce,Female,Physics,Monthly Assessment,2026-02-27,69,100,69,87,69.0,75.0,95.0,69.0,sudden_drop,"Class: 8B, Subject: Physics, Score: 69% (previous: 91%), Attendance: 95%, Overall avg: 71%, Subject avg: 80%.",Critical alert: Physics score plummeted (22% drop). Attendance is 95% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1233,Nikhil Khan,Business Administration,Male,Math,Performance Test,2026-02-17,69,100,69,95,69.0,75.0,93.0,69.0,sudden_drop,"Class: 8A, Subject: Math, Score: 69% (previous: 89%), Attendance: 93%, Overall avg: 86%, Subject avg: 79%.",Critical alert: Math score plummeted (20% drop). Attendance is 93% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1234,Ritika Singh,Mechanical Engineering,Female,History,Unit Test 2,2026-02-27,46,100,46,72,46.0,75.0,80.0,46.0,sudden_drop,"Class: 10B, Subject: History, Score: 46% (previous: 74%), Attendance: 80%, Overall avg: 51%, Subject avg: 60%.",Amit's History dropped 28 points suddenly (74% → 46%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1235,Meera Kulkarni,Electronics & Communication,Female,Biology,Pre-Board Exam,2026-02-18,63,100,63,85,63.0,75.0,57.0,63.0,sudden_drop,"Class: 9B, Subject: Biology, Score: 63% (previous: 82%), Attendance: 57%, Overall avg: 73%, Subject avg: 72%.",Amit's Biology dropped 19 points suddenly (82% → 63%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
